1243772690	0
237	0
241	0
287	0
240	0
241	0
291	0
238	0
243	0
286	0
240	0
240	0
287	0
240	0
242	0
287	0
239	0
241	0
292	0
234	0
241	0
289	0
240	0
239	0
289	0
239	0
240	0
289	0
241	0
238	0
287	0
242	0
236	0
290	0
241	0
237	0
288	0
239	0
240	0
289	0
239	0
240	0
290	0
238	0
240	0
289	0
243	0
239	0
288	0
241	0
240	0
288	0
239	0
239	0
288	0
242	0
237	0
289	0
242	0
243	0
286	0
236	0
240	0
291	0
237	0
239	0
292	0
237	0
240	0
288	0
242	0
238	0
291	0
237	0
240	0
288	0
243	0
237	0
291	0
237	0
240	0
288	0
242	0
241	0
285	0
240	0
243	0
285	0
240	0
243	0
285	0
240	0
240	0
291	0
239	0
239	0
288	0
242	0
237	0
292	0
240	0
239	0
285	0
243	0
241	0
288	0
236	0
241	0
287	0
241	0
240	0
288	0
244	0
239	0
285	0
242	0
238	0
292	0
241	0
238	0
289	0
240	0
240	0
288	0
239	0
241	0
289	0
239	0
240	0
289	0
238	0
240	0
285	0
246	0
237	0
299	0
232	0
239	0
287	0
238	0
242	0
284	0
243	0
240	0
289	0
239	0
240	0
290	0
240	0
238	0
289	0
239	0
242	0
283	0
244	0
244	0
281	0
245	0
238	0
292	0
237	0
236	0
294	0
238	0
237	0
292	0
235	0
243	0
288	0
239	0
242	0
284	0
242	0
240	0
294	0
235	0
240	0
288	0
240	0
238	0
289	0
240	0
242	0
286	0
240	0
239	0
285	0
244	0
239	0
289	0
239	0
241	0
289	0
241	0
242	0
281	0
242	0
245	0
284	0
240	0
239	0
288	0
236	0
243	0
290	0
246	0
241	0
277	0
247	0
242	0
279	0
245	0
235	0
291	0
242	0
240	0
287	0
240	0
243	0
288	0
240	0
238	0
289	0
237	0
239	0
290	0
241	0
238	0
289	0
238	0
241	0
289	0
237	0
242	0
291	0
240	0
238	0
283	0
239	0
241	0
292	0
242	0
238	0
289	0
242	0
233	0
292	0
242	0
238	0
293	0
234	0
243	0
285	0
244	0
236	0
290	0
242	0
238	0
292	0
234	0
237	0
293	0
239	0
240	0
289	0
239	0
240	0
289	0
242	0
237	0
290	0
238	0
242	0
286	0
240	0
240	0
299	0
228	0
244	0
284	0
241	0
244	0
284	0
239	0
241	0
289	0
239	0
251	0
277	0
240	0
240	0
293	0
234	0
240	0
287	0
243	0
237	0
287	0
245	0
238	0
285	0
244	0
239	0
286	0
241	0
241	0
289	0
240	0
242	0
286	0
243	0
235	0
290	0
239	0
240	0
287	0
241	0
240	0
288	0
243	0
240	0
286	0
239	0
237	0
291	0
243	0
237	0
289	0
239	0
240	0
289	0
241	0
240	0
287	0
241	0
238	0
289	0
239	0
241	0
286	0
238	0
245	0
286	0
237	0
242	0
289	0
241	0
241	0
282	0
245	0
239	0
289	0
239	0
239	0
285	0
242	0
247	0
282	0
241	0
238	0
290	0
245	0
